Reactant1;Reactant2;Product;Yield;M;L;T;S;A;id
COCCC\C(Br)=C1CO[C@@H](CC(C)C)C/1=C\[C@@H]1[C@H](CO[Si](C)(C)C(C)(C)C)OC(C)(C)N1C(=O)OCC[Si](C)(C)C;C[Zn]C;COCCC\C(C)=C1CO[C@@H](CC(C)C)C/1=C\[C@@H]1[C@H](CO[Si](C)(C)C(C)(C)C)OC(C)(C)N1C(=O)OCC[Si](C)(C)C;0.78;[6];[];[53];[60, 63];[];5958
CC(C)(C)OC(=O)C[Zn]Cl;FC(F)C1=C(OC2=CC(Cl)=CC(=C2)C#N)C(F)=C(Br)C=C1;CC(C)(C)OC(=O)CC1=C(F)C(OC2=CC(Cl)=CC(=C2)C#N)=C(C=C1)C(F)F;0.3;[6];[];[53];[64, 67];[];5960
CC(C)(C)OC(=O)C[Zn]Cl;FC(F)C1=C(OC2=CC(Cl)=CC(=C2)C#N)C(F)=C(Br)C=C1;CC(C)(C)OC(=O)CC1=C(F)C(OC2=CC(Cl)=CC(=C2)C#N)=C(C=C1)C(F)F;0.3;[6];[];[53];[64, 67];[];5961
COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C/C(Br)=C/C(C)=C/C(C)=C/C1=CC=C(C=C1)N(=O)=O;C[Zn]C;COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C/C(C)=C/C(C)=C/C(C)=C/C1=CC=C(C=C1)N(=O)=O;0.89;[6];[];[53];[60, 63];[];5962
COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C\C(Br)=C\C(C)=C\C(C)=C\C1=CC=C(C=C1)N(=O)=O;C[Zn]C;COC1=C(C)C(=O)C(C)=C(O1)C1C\C(CO1)=C\C(C)=C\C(C)=C\C(C)=C\C1=CC=C(C=C1)N(=O)=O;0.89;[6];[];[53];[60, 63];[];5963
CC(C)(C)OC(=O)N1[C@H](COC1(C)C)\C=C(/Br)C1=CC=C(Cl)C=C1;CC[Zn]CC;CC\C(=C/[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C)C1=CC=C(Cl)C=C1;0.9;[];[];[53, 53];[60, 63];[];5964
BrC1=CN=C(Br)C=C1;CCCCCC[Zn]I;CCCCCCC1=NC=C(Br)C=C1;0.72;[];[];[53, 53];[60, 61];[];5965
C[Si](C)(C)C(F)(F)[Zn]Br;ClCC#C;C[Si](C)(C)C(F)(F)C=C=C;0.67;[];[];[53, 53, 53];[61];[];5966
CCCC\C=C1OC(=O)C(I)=C/1C;C[Zn]Br;CCCC\C=C1OC(=O)C(C)=C/1C;0.85;[27];[];[53];[67, 61];[];5967
CCCCN1C(=O)C2=NN=C(N2C2=C1C=C(Br)C=N2)C1(C)CC1;CC[Zn]CC;CCCCN1C(=O)C2=NN=C(N2C2=C1C=C(CC)C=N2)C1(C)CC1;0.6;[7];[];[53];[64, 66];[];5969
CCOC(=O)C1=C2N(C=CC=C2Cl)C(CCOC)=C1;C[Zn]C;CCOC(=O)C1=C2N(C=CC=C2C)C(CCOC)=C1;0.734;[7];[];[53];[64, 66];[];5970
NC1=NC=C(Br)C=C1;CC[Zn]CC;CCC1=CC=C(N)N=C1;0.99;[7];[];[53];[64, 66];[];5971
BrC1=CC(C=O)=CC=C1;CC(C)[Zn]Br;CC(C)C1=CC=CC(C=O)=C1;0.91;[20];[];[53];[60, 63];[];5972
C[C@H](CC#C[Si](C)(C)C)\C=C(Br)\C=C\CO[Si](C)(C)C(C)(C)C;CC[Zn]CC;CCC(\C=C\CO[Si](C)(C)C(C)(C)C)=C\[C@H](C)CC#C[Si](C)(C)C;0.89;[];[];[53, 53];[60, 61];[];5973
IC1=CC=CC=C1;CCOC(=O)CC[Zn]I;CCOC(=O)CCC1=CC=CC=C1;0.76;[16];[];[53];[60, 61];[];5974
COC1=C(OC)C=C(I)C=C1;CCOC(=O)CCC[Zn]I;CCOC(=O)CCCC1=CC(OC)=C(OC)C=C1;0.74;[16];[];[53];[60, 61];[];5975
IC1=CC=CC=C1;CCOC(=O)CCC[Zn]I;CCOC(=O)CCCC1=CC=CC=C1;0.84;[16];[];[53];[60, 61];[];5976
IC1=CC=CC=C1;CCOC(=O)CCCC[Zn]I;CCOC(=O)CCCCC1=CC=CC=C1;0.86;[16];[];[53];[60, 61];[];5977
IC1=CC=CC=C1;I[Zn]CCCC#N;N#CCCCC1=CC=CC=C1;0.66;[16];[];[53];[60, 61];[];5978
COC1=CC=C(Cl)C=C1;Cl[Zn]C1=CC=CC=C1;COC1=CC=C(C=C1)C1=CC=CC=C1;0.98;[];[];[53, 53];[60, 62];[];5980
ClC1=CN=CC(Cl)=N1;Br[Zn]C1CCCC1;ClC1=NC(=CN=C1)C1CCCC1;0.15;[3];[];[53];[60, 63];[];5981
BrCCC1=CC=C(Br)C=C1;Cl[Zn]C1CCCCC1;BrCCC1=CC=C(C=C1)C1CCCCC1;0.68;[9];[];[53];[60, 63];[];5982
I[Zn]CCCC1=CC=CC=C1;BrC1=CC=CC2=CC=CC=C12;C(CC1=CC=CC=C1)CC1=CC=CC2=C1C=CC=C2;0.81;[9];[];[53];[60, 63];[];5983
CC(=O)C1=C(Br)C=CC=C1;C[Si](C)(C)C[Zn]Cl;CC(=O)C1=C(C[Si](C)(C)C)C=CC=C1;0.78;[9];[];[53];[60, 63];[];5984
BrC1=CC=CC2=CC=CC=C12;CC(C)(C)C1=CC=C(C[Zn]Cl)C=C1;CC(C)(C)C1=CC=C(CC2=C3C=CC=CC3=CC=C2)C=C1;0.98;[9];[];[53];[60, 63];[];5985
CC(C)(C[Zn]Cl)C1=CC=CC=C1;FC(F)(F)S(=O)(=O)OC1=CC=CC(Br)=C1;CC(C)(CC1=CC=CC(OS(=O)(=O)C(F)(F)F)=C1)C1=CC=CC=C1;0.94;[9];[];[53];[60, 63];[];5986
CC(C)[Zn]Cl;CC1(C)OB(OC1(C)C)C1=CC=CC=C1Br;CC(C)C1=C(C=CC=C1)B1OC(C)(C)C(C)(C)O1;0.74;[9];[];[53];[60, 63];[];5987
C[Si](C)(C)C[Zn]Cl;CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1;CC1(C)OB(OC1(C)C)C1=CC=C(C[Si](C)(C)C)C=C1;0.84;[9];[];[53];[60, 63];[];5988
Cl[Zn]C1CCCC1;CC1=C(Br)C=CC(=C1)C#N;CC1=C(C=CC(=C1)C#N)C1CCCC1;0.91;[9];[];[53];[60, 63];[];5989
CC1=C([Zn]Cl)C=CC=C1;FC(F)(F)S(=O)(=O)OC1=C(Br)C=C(Cl)C=C1;CC1=C(C=CC=C1)C1=C(OS(=O)(=O)C(F)(F)F)C=CC(Cl)=C1;0.98;[9];[];[53];[60, 63];[];5991
FC(F)(F)S(=O)(=O)OC1=CC=CC=C1Br;CC1=C([Zn]Cl)C=CC=C1;CC1=C(C=CC=C1)C1=C(OS(=O)(=O)C(F)(F)F)C=CC=C1;0.94;[9];[];[53];[60, 63];[];5992
FC(F)(F)S(=O)(=O)OC1=C2N=CC=CC2=C(Br)C=C1;CC1=C([Zn]Cl)C=CC=C1;CC1=C(C=CC=C1)C1=C2C=CC=NC2=C(OS(=O)(=O)C(F)(F)F)C=C1;0.78;[9];[];[53];[60, 63];[];5993
FC(F)(F)S(=O)(=O)OC1=CC=C(Br)C=C1Cl;CC1=C([Zn]Cl)C=CC=C1;CC1=C(C=CC=C1)C1=CC(Cl)=C(OS(=O)(=O)C(F)(F)F)C=C1;0.95;[9];[];[53];[60, 63];[];5994
FC(F)(F)S(=O)(=O)OC1=NC=C(Cl)C=C1Br;CC1=C([Zn]Cl)C=CC=C1;CC1=C(C=CC=C1)C1=CC(Cl)=CN=C1OS(=O)(=O)C(F)(F)F;0.91;[9];[];[53];[60, 63];[];5995
FC(F)(F)S(=O)(=O)OC1=CC=CC(Br)=C1;CC1=C([Zn]Cl)C=CC=C1;CC1=C(C=CC=C1)C1=CC(OS(=O)(=O)C(F)(F)F)=CC=C1;0.94;[9];[];[53];[60, 63];[];5996
CC1=C([Zn]Cl)C=CC=C1;ClC1=NC=C(Br)C=C1C#N;CC1=C(C=CC=C1)C1=CN=C(Cl)C(=C1)C#N;0.71;[9];[];[53];[60, 63];[];5998
CC1=CC(OS(=O)(=O)C(F)(F)F)=CC(C)=C1Br;C[Si](C)(C)C[Zn]Cl;CC1=CC(OS(=O)(=O)C(F)(F)F)=CC(C)=C1C[Si](C)(C)C;0.93;[9];[];[53];[60, 63];[];5999
CC1=CC(OS(=O)(=O)C(F)(F)F)=NC=C1Br;C[Si](C)(C)C[Zn]Cl;CC1=CC(OS(=O)(=O)C(F)(F)F)=NC=C1C[Si](C)(C)C;0.79;[9];[];[53];[60, 63];[];6000
CC1=NC(Cl)=C(Br)C=C1;Cl[Zn]C1CCCCC1;CC1=CC=C(C2CCCCC2)C(Cl)=N1;0.87;[9];[];[53];[60, 63];[];6002
CC1=C([Zn]Cl)C=CC=C1;ClC1=CC=C(C=O)C(Br)=C1;CC1=CC=CC=C1C1=C(C=O)C=CC(Cl)=C1;0.7;[9];[];[53];[60, 63];[];6003
CCC(C)[Zn]Cl;CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1;CCC(C)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1;0.56;[9];[];[53];[60, 63];[];6004
BrC1=CC2=C(C=C1)C(=O)CC2;CCC(C)[Zn]Cl;CCC(C)C1=CC=C2C(=O)CCC2=C1;0.86;[9];[];[53];[60, 63];[];6006
CC1=CC(OS(=O)(=O)C(F)(F)F)=CC(C)=C1Br;CCCC[Zn]Cl;CCCCC1=C(C)C=C(OS(=O)(=O)C(F)(F)F)C=C1C;0.99;[9];[];[53];[60, 63];[];6007
BrC1=C(C=C(C=C1)C#N)N(=O)=O;CCCC[Zn]Cl;CCCCC1=C(C=C(C=C1)C#N)N(=O)=O;0.65;[9];[];[53];[60, 63];[];6008
COC1=CC(OS(=O)(=O)C(F)(F)F)=CC(=C1Br)C12CC3CC(CC(C3)C1)C2;CCCC[Zn]Cl;CCCCC1=C(C=C(OS(=O)(=O)C(F)(F)F)C=C1OC)C12CC3CC(CC(C3)C1)C2;0.75;[9];[];[53];[60, 63];[];6009
COC(=O)C1=CC(Br)=C(OS(=O)(=O)C(F)(F)F)C=C1;CCCC[Zn]Cl;CCCCC1=C(OS(=O)(=O)C(F)(F)F)C=CC(=C1)C(=O)OC;0.79;[9];[];[53];[60, 63];[];6010
CCCC[Zn]Cl;FC(F)(F)S(=O)(=O)OC1=C(Br)C=C(Cl)C=C1;CCCCC1=C(OS(=O)(=O)C(F)(F)F)C=CC(Cl)=C1;0.96;[9];[];[53];[60, 63];[];6011
BrC1=C(SC=C1)C(=O)OC12CC3CC(CC(C3)C1)C2;CCCC[Zn]Cl;CCCCC1=C(SC=C1)C(=O)OC12CC3CC(CC(C3)C1)C2;0.88;[9];[];[53];[60, 63];[];6012
BrC1=CC=CC2=CC=CC=C12;CCCC[Zn]Cl;CCCCC1=CC=CC2=CC=CC=C12;0.93;[9];[];[53];[60, 63];[];6013
CCCC[Zn]Cl;BrC1=C(CN=N#N)C=C2OCOC2=C1;CCCCC1=CC2=C(OCO2)C=C1CN=N#N;0.6;[9];[];[53];[60, 63];[];6014
BrC1=CC=CC2=CC=CC=C12;CCCCCC[Zn]Br;CCCCCCC1=CC=CC2=CC=CC=C12;0.94;[9];[];[53];[60, 63];[];6015
COC1=CC(C=O)=C(Br)C=C1;CCCCCCCC[Zn]Cl;CCCCCCCCC1=C(C=O)C=C(OC)C=C1;0.87;[9];[];[53];[60, 63];[];6016
CCCCCCCC[Zn]Cl;CC1=NC(Cl)=C(Br)C=C1;CCCCCCCCC1=CC=C(C)N=C1Cl;0.87;[9];[];[53];[60, 63];[];6017
ClCC1=CC=C(Br)C=C1;Cl[Zn]C1CCCCC1;ClCC1=CC=C(C=C1)C1CCCCC1;0.65;[9];[];[53];[60, 63];[];6018
COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C(Br)=CS1;CC1=C([Zn]Cl)C=CC=C1;COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C(=CS1)C1=C(C)C=CC=C1;0.82;[9];[];[53];[60, 63];[];6019
COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C(Br)=CS1;Cl[Zn]C1CC1;COC(=O)C1=C(OS(=O)(=O)C(F)(F)F)C(=CS1)C1CC1;0.83;[9];[];[53];[60, 63];[];6021
COC(=O)C1=CC(Br)=C(OS(=O)(=O)C(F)(F)F)C=C1;CC1=C([Zn]Cl)C=CC=C1;COC(=O)C1=CC=C(OS(=O)(=O)C(F)(F)F)C(=C1)C1=C(C)C=CC=C1;0.91;[9];[];[53];[60, 63];[];6022
CC1=CC(OS(=O)(=O)C(F)(F)F)=NC=C1Br;COC1=C([Zn]Cl)C=CC=C1;COC1=C(C=CC=C1)C1=CN=C(OS(=O)(=O)C(F)(F)F)C=C1C;0.86;[9];[];[53];[60, 63];[];6023
COC1=CC(OS(=O)(=O)C(F)(F)F)=CC(=C1Br)C12CC3CC(CC(C3)C1)C2;C[Si](C)(C)C[Zn]Cl;COC1=CC(OS(=O)(=O)C(F)(F)F)=CC(=C1C[Si](C)(C)C)C12CC3CC(CC(C3)C1)C2;0.9;[9];[];[53];[60, 63];[];6024
COC1=CC(OS(=O)(=O)C(F)(F)F)=CC(=C1Br)C12CC3CC(CC(C3)C1)C2;CC1=C([Zn]Cl)C=CC=C1;COC1=CC(OS(=O)(=O)C(F)(F)F)=CC(=C1C1=C(C)C=CC=C1)C12CC3CC(CC(C3)C1)C2;0.78;[9];[];[53];[60, 63];[];6025
BrC1=C(C=CC=C1)C12CC3CC(CC(C3)C1)C2;COC1=CC=C(C=C1)[Zn](Cl)Cl;COC1=CC=C(C=C1)C1=C(C=CC=C1)C12CC3CC(CC(C3)C1)C2;0.61;[9];[];[53];[60, 63];[];6026
COC1=CC(C[Zn]Br)=CC=C1;BrC1=CC=CC2=CC=CC=C12;COC1=CC=CC(CC2=CC=CC3=C2C=CC=C3)=C1;0.82;[9];[];[53];[60, 63];[];6027
CC[Zn]CC;IC1=CN([C@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@@H](COC(=O)C3=CC=CC=C3)O2)C(=O)N(C(=O)C2=CC=CC=C2)C1=O;CCC1=CN([C@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@@H](COC(=O)C3=CC=CC=C3)O2)C(=O)N(C(=O)C2=CC=CC=C2)C1=O;0.23;[];[];[53, 53, 53];[65];[];6028
CCCC[Zn]CCCC;IC1=CN([C@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@@H](COC(=O)C3=CC=CC=C3)O2)C(=O)N(C(=O)C2=CC=CC=C2)C1=O;CCCCC1=CN([C@H]2C[C@H](OC(=O)C3=CC=CC=C3)[C@@H](COC(=O)C3=CC=CC=C3)O2)C(=O)N(C(=O)C2=CC=CC=C2)C1=O;0.44;[];[];[53, 53, 53];[65];[];6029
C\C(CC[C@H]1C[C@H](C[C@@H](CC#C[Si](C)(C)C)O1)O[Si](C)(C)C(C)(C)C)=C/I;Br[Zn]CC1=CC=CC=C1;C\C(CC[C@H]1C[C@H](C[C@@H](CC#C[Si](C)(C)C)O1)O[Si](C)(C)C(C)(C)C)=C/CC1=CC=CC=C1;0.83;[0];[];[53];[60, 62];[];6031
F\C(F)=C(\F)[Zn]\C(F)=C(/F)F;COC(=O)CCC1=C(C)/C2=C/C3=N/C(=C\C4=C(I)C(C)=C(N4)/C=C4\N=C(\C=C\1N2)C(CCC(=O)OC)=C\4C)/C(C)=C3C(C)=O;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(\C(F)=C(/F)F)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3C(C)=O;0.7;[0];[];[53];[67, 67];[];6032
F\C(F)=C(\F)[Zn]\C(F)=C(/F)F;COC(=O)CCC1=C(C)/C2=C/C3=N/C(=C\C4=C(C(C)=O)C(C)=C(N4)/C=C4\N=C(\C=C\1N2)C(CCC(=O)OC)=C\4C)/C(C)=C3I;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(C(C)=O)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3\C(F)=C(/F)F;0.69;[0];[];[53];[67, 67];[];6033
CC(C)[Zn]Cl;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\I)[Si](C)(C)C;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\C(C)C)[Si](C)(C)C;0.86;[0];[];[53];[60, 60];[];6034
C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\I)[Si](C)(C)C;C[Zn]Cl;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\C)[Si](C)(C)C;0.95;[0];[];[53];[60, 60];[];6035
Cl[Zn]C#C;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\I)[Si](C)(C)C;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\C#C)[Si](C)(C)C;0.88;[0];[];[53];[60, 60];[];6036
Cl[Zn]C=C;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\I)[Si](C)(C)C;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\C=C)[Si](C)(C)C;0.93;[0];[];[53];[60, 60];[];6037
Cl[Zn]CC1=CC=CC=C1;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\I)[Si](C)(C)C;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\CC1=CC=CC=C1)[Si](C)(C)C;0.82;[0];[];[53];[60, 60];[];6038
C[C@@H](COCC1=CC=CC=C1)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)\C=C(\I)[Si](C)(C)C;C[Zn]Cl;C[C@@H](COCC1=CC=CC=C1)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)\C=C(\C)[Si](C)(C)C;0.89;[0];[];[53];[60, 60];[];6039
C[C@@H](COCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;CC(C)[Zn]Cl;C[C@@H](COCC1=CC=CC=C1)\C=C(\C(C)C)[Si](C)(C)C;0.97;[0];[];[53];[60, 60];[];6040
Cl[Zn]C#C;C[C@@H](COCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;C[C@@H](COCC1=CC=CC=C1)\C=C(\C#C)[Si](C)(C)C;0.94;[0];[];[53];[60, 60];[];6041
Cl[Zn]C=C;C[C@@H](COCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;C[C@@H](COCC1=CC=CC=C1)\C=C(\C=C)[Si](C)(C)C;0.95;[0];[];[53];[60, 60];[];6042
Cl[Zn]CC1=CC=CC=C1;C[C@@H](COCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;C[C@@H](COCC1=CC=CC=C1)\C=C(\CC1=CC=CC=C1)[Si](C)(C)C;0.8;[0];[];[53];[60, 60];[];6043
C[C@H](CCOCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;C[Zn]Cl;C[C@H](CCOCC1=CC=CC=C1)\C=C(\C)[Si](C)(C)C;0.93;[0];[];[53];[60, 60];[];6044
CC[Zn]Cl;C[C@@H](CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)\C=C(\I)[Si](C)(C)C;CC\C(=C\[C@@H](C)CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C(C)(C)C)[Si](C)(C)C;0.96;[0];[];[53];[60, 60];[];6045
CC[Zn]Cl;C[C@@H](COCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;CC\C(=C\[C@@H](C)COCC1=CC=CC=C1)[Si](C)(C)C;0.97;[0];[];[53];[60, 60];[];6046
CC[Zn]Cl;C[C@@H](COCC1=CC=CC=C1)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)\C=C(\I)[Si](C)(C)C;CC\C(=C\[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)COCC1=CC=CC=C1)[Si](C)(C)C;0.85;[0];[];[53];[60, 60];[];6047
CC[Zn]Cl;C[C@H](CCOCC1=CC=CC=C1)\C=C(\I)[Si](C)(C)C;CC\C(=C\[C@H](C)CCOCC1=CC=CC=C1)[Si](C)(C)C;0.96;[0];[];[53];[60, 60];[];6048
CC[Zn]Cl;COC1=CC=C(C=C1)[C@@H]1OC[C@H](C)[C@@H](O1)[C@H](C)C\C(I)=C\[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)COCC1=CC=CC=C1;CC\C(C[C@@H](C)[C@@H]1O[C@@H](OC[C@@H]1C)C1=CC=C(OC)C=C1)=C/[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)COCC1=CC=CC=C1;0.85;[0];[];[53];[60, 60];[];6049
COC1=CC=C(C=C1)[C@@H]1OC[C@H](C)[C@@H](O1)[C@H](C)C\C(I)=C\[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)COCC1=CC=CC=C1;C[Zn]Cl;COC1=CC=C(C=C1)[C@@H]1OC[C@H](C)[C@@H](O1)[C@H](C)C\C(C)=C\[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)COCC1=CC=CC=C1;0.83;[0];[];[53];[60, 60];[];6050
[H][C@@]12C[C@@]([H])(C=C1)C(C(=O)C(F)(F)F)=C2Br;FC1=CC=C([Zn]Cl)C=C1;[H][C@]12C[C@]([H])(C=C1)C(=C2C(=O)C(F)(F)F)C1=CC=C(F)C=C1;0.74;[0];[];[53];[60, 66];[];6051
[H][C@@]12C[C@@]([H])(C=C1)C(C(=O)C(F)(F)F)=C2Br;Cl[Zn]C1=CC=CO1;[H][C@]12C[C@]([H])(C=C1)C(C1=CC=CO1)=C2C(=O)C(F)(F)F;0.77;[0];[];[53];[60, 66];[];6052
[H][C@@]12C[C@@]([H])(C=C1)C(C(=O)C(F)(F)F)=C2Br;Cl[Zn]C1=CC=CS1;[H][C@]12C[C@]([H])(C=C1)C(C1=CC=CS1)=C2C(=O)C(F)(F)F;0.8;[0];[];[53];[60, 66];[];6053
IC1=CCC2=C(C1)C=CC=C2;CC[Zn]CC;CCC1=CCC2=C(C1)C=CC=C2;0.93;[0];[];[53];[60, 66];[];6054
OC\C(I)=C/S(=O)C1=CC=CC=C1;CC[Zn]Br;CC\C(CO)=C\S(=O)C1=CC=CC=C1;0.86;[0];[];[53];[60, 61];[];6055
Br[Zn]C1=CC=CC=C1;CCCC[C@@H](O)C(\I)=C/S(=O)C1=CC=CC=C1;CCCC[C@@H](O)C(=C/S(=O)C1=CC=CC=C1)\C1=CC=CC=C1;0.74;[0];[];[53];[60, 61];[];6056
Br[Zn]C1=CC=CC=C1;CCCC\C(=C(/I)CO)S(=O)C1=CC=CC=C1;CCCC\C(=C(\CO)C1=CC=CC=C1)S(=O)C1=CC=CC=C1;0.82;[0];[];[53];[60, 61];[];6057
Br[Zn]C1=CC=CC=C1;CCCCC(O)C(\I)=C/S(=O)C1=CC=CC=C1;CCCCC(O)C(=C/S(=O)C1=CC=CC=C1)\C1=CC=CC=C1;0.71;[0];[];[53];[60, 61];[];6058
Br[Zn]C1=CC=CC=C1;CCCCCCCC[C@@H](O)C(\I)=C/S(=O)C1=CC=CC=C1;CCCCCCCC[C@@H](O)C(=C/S(=O)C1=CC=CC=C1)\C1=CC=CC=C1;0.78;[0];[];[53];[60, 61];[];6059
Br[Zn]C1=CC=CC=C1;CCCCCCCCC(O)C(\I)=C/S(=O)C1=CC=CC=C1;CCCCCCCCC(O)C(=C/S(=O)C1=CC=CC=C1)\C1=CC=CC=C1;0.76;[0];[];[53];[60, 61];[];6060
CC(=O)OCCC(I)=C;COC(=O)CCC[Zn]I;COC(=O)CCCC(=C)CCOC(C)=O;0.68;[0];[];[53];[60, 61];[];6061
Br[Zn]C1=CC=CC=C1;OC\C(I)=C/S(=O)C1=CC=CC=C1;OC\C(=C/S(=O)C1=CC=CC=C1)C1=CC=CC=C1;0.94;[0];[];[53];[60, 61];[];6062
Br[Zn]C#CC1=CC=CC=C1;OC\C(I)=C/S(=O)C1=CC=CC=C1;OC\C(=C/S(=O)C1=CC=CC=C1)C#CC1=CC=CC=C1;0.94;[0];[];[53];[60, 60];[];6063
Cl[Zn]C1=CCCO1;IC1=NC=NC2=C1N=CN2CC1=CC=CC=C1;C(N1C=NC2=C1N=CN=C2C1=CCCO1)C1=CC=CC=C1;0.78;[0];[];[53];[60, 60];[];6064
Cl[Zn]C1=CCCO1;IC1=NC=NC2=C1N=CN2C1CCCCO1;C1CC=C(O1)C1=NC=NC2=C1N=CN2C1CCCCO1;0.93;[0];[];[53];[60, 60];[];6065
Cl[Zn]C1=CCCO1;CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=NC2=C1N=CN=C2I;CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=NC2=C1N=CN=C2C1=CCCO1;0.7;[0];[];[53];[60, 60];[];6066
Cl[Zn]C1=CCCO1;CC(=O)OC[C@H]1O[C@H](C[C@@H]1OC(C)=O)N1C=NC2=C(I)N=CN=C12;CC(=O)OC[C@H]1O[C@H](C[C@@H]1OC(C)=O)N1C=NC2=C1N=CN=C2C1=CCCO1;0.7;[0];[];[53];[60, 60];[];6067
C[Zn]C;COC(=O)C(C)(NC(=O)C1=CC=CC=C1)\C=C(/F)I;COC(=O)C(C)(NC(=O)C1=CC=CC=C1)\C=C(\C)F;0.83;[0];[];[53];[67, 63];[];6068
F\C(F)=C(\Cl)[Zn]\C(Cl)=C(/F)F;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(I)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3\C=C(/F)F;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(\C(Cl)=C(/F)F)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3\C=C(/F)F;0.68;[0];[];[53];[67, 67];[];6069
F\C(F)=C(\F)[Zn]\C(F)=C(/F)F;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(I)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3\C=C(/F)F;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(\C(F)=C(/F)F)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3\C=C(/F)F;0.56;[0];[];[53];[67, 67];[];6070
F\C(F)=C(\F)[Zn]\C(F)=C(/F)F;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(\C=C(/F)F)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3I;COC(=O)CCC1=C(C)\C2=C\C3=N\C(=C/C4=C(\C=C(/F)F)C(C)=C(N4)\C=C4/N=C(/C=C/1N2)C(CCC(=O)OC)=C/4C)\C(C)=C3\C(F)=C(/F)F;0.42;[0];[];[53];[67, 67];[];6072
