,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0,0.07354716634198383,0.12009625091192738,0.08377529427491578,0.05579258156173686,0.11429143793715618,0.053129242551701504,0.025424414671291556,0.018588449691039816,0.04607283704863116,0.04495872999220373,0.02150796992102191,0.012578588697237596,0.008307430217556633,0.027748859481169473
1,0.049413942526796414,0.055036298726218236,0.05913437162864243,0.07461441017150908,0.060149883198660783,0.0785624099425502,0.06695502193367386,0.036756166513015796,0.03565933094862868,0.02745331102390801,0.0215023041178294,0.0033188332038042263,0.007042136612717242,0.02363644876219003,0.036117448539958935
2,0.012605000440016889,0.013552082819361775,0.006146452827397815,0.0049886275167338396,0.014149924639037543,0.012900830658000817,0.009451718127492547,0.009537667918557365,0.005913137924609138,0.0052550685544808795,0.010890001776309532,0.00040564324154183646,0.007037416665494435,0.006807389892389682,0.006894022455599197
3,0.00685599414408352,0.0050341963697531425,0.004996358539557567,0.005457146036172518,0.005872314833558701,0.007714125242969117,0.005608872081534252,0.0050521723103679455,0.005039631606237541,0.002448000485429993,0.0024147688408004448,0.0014980603134677464,0.00348490717574224,0.003167808384156149,0.008106092230779407
4,4.416454206210979e-05,0.003865679252650814,0.005761146403352517,0.010097626565453006,0.004364607111448048,0.003708270098921141,0.013563586771464065,0.0033228531172415678,0.00033752878119553374,0.002306531295155223,0.002771900886262031,0.0030580081177539265,0.0009930913109108541,0.002918525816573739,0.004762838788322826
5,0.0036563376799387173,0.0064403898112759105,0.004915834948402141,0.005546734306346887,0.004100510601822633,0.005526836146039903,0.02015552226062189,0.0006459729311684217,0.002132689924730974,0.0009850096930624753,0.00025015746929140867,0.00552020458190733,0.0027369501659195382,9.997639074057162e-05,0.0018697695407517132
6,1.2533190215195493e-05,0.00312809531633386,0.002674044149503386,0.0009668447220484841,0.0032332664486801506,0.004752741641626418,8.590900615402033e-05,0.013501227670510933,0.0019224380459062075,0.0033057274376511654,0.0034598476230380815,0.00013645553767846832,0.00018296325651839156,0.000745353407201884,8.713636024731367e-05
7,0.001328136949662797,0.001260682820459219,0.0012016924221187179,0.00143333451367562,0.00334224880934103,0.0002583782447272084,0.0107131295262895,0.007045217695452286,0.0005567107379148804,0.0019910559805740506,7.917745800673816e-05,0.0042353465870153826,0.0005856642907928287,6.636797883751225e-05,0.0004626214145517825
8,4.801024974711472e-05,0.002084398258410291,0.004954933148594695,0.0007052959445739441,0.005092932721912512,0.005228765987959965,2.9920169857172718e-05,0.002695707010994522,7.900346261110005e-05,3.9320681250769145e-05,0.0005704226376936539,0.00039011822515215566,2.0202002316602186e-05,7.133124092960873e-05,0.004068447916227987
9,0.0010785266347607412,0.0022735252647834246,0.0003519427335154549,3.683221352329593e-05,6.615628738686598e-05,0.004622307348547352,0.0009459825970780824,3.94568870760708e-05,0.000296191078246653,0.00011068573223488656,0.0002288752467428838,0.004982887147426265,2.5090793317507354e-05,7.018401385926908e-05,3.749402629597571e-05
10,8.140701195601813e-06,1.852555364567892e-05,1.1897071333949027e-05,1.9432518851952938e-05,0.00012409911606954928,1.4412880941527297e-05,1.0058278818372759e-05,1.486907062893221e-05,1.3535369877403294e-05,5.681167549321641e-06,9.678606848944737e-06,9.9994443717253e-06,8.890625367804529e-06,1.1179442859901145e-05,0.004298970466852395
11,4.256965064916227e-06,9.18778296368555e-06,8.0230741711638e-06,7.561365335540145e-06,5.261263316914608e-06,4.377218338729111e-06,5.580900279009149e-06,5.226376263661823e-06,4.998934461466955e-06,4.504968419019248e-06,4.1266147620218005e-06,3.9403622002737e-06,3.87923746252971e-06,3.6691148187796823e-06,3.432245479093694e-06
12,1.3315870557818396e-06,3.37878096726401e-06,3.2068703052418913e-06,3.120914974929275e-06,3.0636140823056025e-06,2.752332994048097e-06,2.618657777030131e-06,2.4993146409697364e-06,2.3570648089838407e-06,2.3074209224971647e-06,2.1947702095110374e-06,2.1470379201525645e-06,2.0382109181590197e-06,1.909344283231723e-06,1.784300567212729e-06
13,6.211767798990075e-07,1.5647743483874002e-06,1.4502434047441223e-06,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,1.7765736798347476e-15,1.7748389563587708e-15,0.0,,,,,
14,,,,,,,,,,,,,,,
