,mordred_descriptor,fi_score
0,product_JGI6,8.166666666666666
1,product_JGI3,7.277777777777778
2,product_JGI5,6.707070707070707
3,product_JGI4,6.696969696969697
4,product_JGI7,6.48989898989899
5,product_JGI2,5.570707070707071
6,product_JGI8,5.515151515151516
7,product_JGI9,5.2727272727272725
8,product_JGI10,5.242424242424242
9,product_ATSC8d,5.171717171717172
10,product_CIC3,5.166666666666667
11,product_ATSC2dv,5.03030303030303
12,product_ATSC5i,5.02020202020202
13,product_ATSC7i,4.792929292929293
14,product_MIC1,4.777777777777778
15,rdfred_2_ATSC5p,4.732323232323233
16,product_EState_VSA7,4.732323232323233
17,product_CIC4,4.7272727272727275
18,product_ATSC4dv,4.646464646464646
19,rdfred_1_ATSC5se,4.641414141414141
20,rdfred_2_ATSC4p,4.606060606060606
21,product_ATSC5d,4.606060606060606
22,product_ATSC4i,4.606060606060606
23,product_PEOE_VSA8,4.53030303030303
24,product_ATSC6dv,4.525252525252525
25,product_ATSC6d,4.5
26,product_fMF,4.44949494949495
27,product_IC2,4.404040404040404
28,product_ATSC8i,4.378787878787879
29,product_IC1,4.333333333333333
30,product_ATSC3dv,4.303030303030303
31,rdfred_2_ATSC5v,4.292929292929293
32,product_ATSC8dv,4.292929292929293
33,product_ZMIC2,4.287878787878788
34,product_ATSC6i,4.277777777777778
35,product_ATSC7p,4.267676767676767
36,product_ATSC7v,4.252525252525253
37,rdfred_2_ATSC4v,4.2272727272727275
38,rdfred_1_ATSC4v,4.186868686868687
39,product_ATSC2i,4.181818181818182
40,product_ATSC4v,4.181818181818182
41,product_ATSC2d,4.161616161616162
42,rdfred_2_AATSC0i,4.146464646464646
43,rdfred_2_ATSC6dv,4.141414141414141
44,product_ATSC1se,4.1313131313131315
45,product_ATSC5v,4.101010101010101
46,product_ATSC6p,4.090909090909091
47,product_ATSC3i,4.075757575757576
48,product_ATSC3d,4.0606060606060606
49,product_ATSC4p,4.0606060606060606
50,product_ATSC7se,4.0353535353535355
51,product_ZMIC3,4.025252525252525
52,rdfred_1_ATSC6m,4.015151515151516
53,product_JGI1,3.9797979797979797
54,product_ATSC7d,3.95959595959596
55,rdfred_2_ATSC4i,3.9393939393939394
56,rdfred_2_ATSC5Z,3.9292929292929295
57,rdfred_2_ATSC5se,3.9242424242424243
58,product_CIC2,3.888888888888889
59,product_ATSC1i,3.8838383838383836
60,rdfred_2_ATSC6m,3.8585858585858586
61,rdfred_2_ATSC5dv,3.8535353535353534
62,product_ATSC5dv,3.8484848484848486
63,rdfred_1_AATSC0i,3.8383838383838382
64,product_PEOE_VSA7,3.8181818181818183
65,rdfred_1_ATSC5i,3.808080808080808
66,product_AATSC0i,3.772727272727273
67,rdfred_1_ATSC5v,3.7626262626262625
68,rdfred_2_ATSC6p,3.7626262626262625
69,product_ATSC8p,3.7626262626262625
70,rdfred_1_ATSC5p,3.7626262626262625
71,product_ATSC4d,3.7474747474747474
72,product_MIC2,3.717171717171717
73,product_SssNH,3.712121212121212
74,product_ATSC6v,3.707070707070707
75,product_ATSC8se,3.702020202020202
76,product_AATSC0p,3.676767676767677
77,rdfred_1_ATSC6dv,3.6666666666666665
78,rdfred_2_JGI3,3.6464646464646466
79,product_CIC5,3.6464646464646466
80,rdfred_2_ATSC5i,3.6414141414141414
81,product_EState_VSA6,3.6363636363636362
82,product_ATSC1dv,3.6363636363636362
83,rdfred_1_ATSC4p,3.6313131313131315
84,rdfred_1_ATSC1i,3.6262626262626263
85,product_ATSC1d,3.611111111111111
86,rdfred_2_ATSC1i,3.611111111111111
87,rdfred_1_ATSC4i,3.606060606060606
88,product_ATSC7dv,3.590909090909091
89,rdfred_2_SsBr,3.5757575757575757
90,rdfred_2_ATSC3i,3.5707070707070705
91,product_ATSC2v,3.5707070707070705
92,rdfred_2_ATSC3dv,3.5353535353535355
93,rdfred_2_SsCl,3.5202020202020203
